ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
1TS0,small_airport,Eagle Air Airport,8,NA,US,US-TX,Oak Island,1TS0,,1TS0,"-94.6707992553711, 29.670499801635742"
1TS1,small_airport,Laas Farm Airport,165,NA,US,US-TX,Pattison,1TS1,,1TS1,"-95.99410247802734, 29.912700653076172"
1TS2,small_airport,Bar 16 Airport,547,NA,US,US-TX,Hubbard,1TS2,,1TS2,"-96.77850341796875, 31.82430076599121"
1TS3,small_airport,B & S Ultralightport,16,NA,US,US-TX,San Leon,1TS3,,1TS3,"-94.95050048828125, 29.4960994720459"
1TS6,small_airport,Dentonio Ranch Airport,825,NA,US,US-TX,Carrizo Springs,1TS6,,1TS6,"-99.93450164794922, 28.269399642944336"
1TS8,small_airport,Landers Ranch Airport,2275,NA,US,US-TX,Colorado City,1TS8,,1TS8,"-100.72200012207031, 32.287601470947266"
1TS9,small_airport,Four Winds Airport,775,NA,US,US-TX,Celina,1TS9,,1TS9,"-96.752778, 33.368056"
1TX1,small_airport,Yoakum Airport,1130,NA,US,US-TX,Gustine,1TX1,,1TX1,"-98.41419982910156, 31.85569953918457"
1TX2,small_airport,J Y Ranch-R B Masterson Iii Estate Airport,1808,NA,US,US-TX,Guthrie,1TX2,,1TX2,"-100.1500015258789, 33.716800689697266"
1TX3,small_airport,Beggs Ranch Airport,1870,NA,US,US-TX,Guthrie,1TX3,,1TX3,"-100.54199981689453, 33.42509841918945"
1TX4,small_airport,Shoreline Ranch Airport,900,NA,US,US-TX,Lago Vista,1TX4,,1TX4,"-97.97049713134766, 30.428600311279297"
1TX5,small_airport,Laney Farm Airport,3483,NA,US,US-TX,Hale Center,1TX5,,1TX5,"-101.90899658203125, 34.12919998168945"
1TX6,small_airport,Muxworthy Airport,1210,NA,US,US-TX,Hamilton,1TX6,,1TX6,"-98.09639739990234, 31.69849967956543"
1TX7,small_airport,Killion Ranch Airport,1845,NA,US,US-TX,Hamlin,1TX7,,1TX7,"-100.18399810791016, 32.80569839477539"
1TX8,small_airport,Hart Aerial Airport,3655,NA,US,US-TX,Hart,1TX8,,1TX8,"-102.08399963378906, 34.36949920654297"
1TX9,small_airport,Hawk Ranch Airport,335,NA,US,US-TX,Hawkins,1TX9,,1TX9,"-95.16130065917969, 32.63759994506836"
1U0,small_airport,Bear Trap Airport,4716,NA,US,US-ID,Minidoka,1U0,,1U0,"-113.35099792480469, 42.97489929199219"
1U1,small_airport,Moose Creek /US Forest Service/ Airport,2454,NA,US,US-ID,Moose Creek Ranger Station,1U1,,1U1,"-114.927001953, 46.1208000183"
1U3,small_airport,Murphy Airport,2855,NA,US,US-ID,Murphy,1U3,,1U3,"-116.54900360107422, 43.215999603271484"
1U4,small_airport,New Meadows Airport,3908,NA,US,US-ID,New Meadows,1U4,,1U4,"-116.28399658203125, 44.97909927368164"
1U6,small_airport,Oakley Municipal Airport,4650,NA,US,US-ID,Oakley,1U6,,1U6,"-113.87799835205078, 42.234100341796875"
1U9,small_airport,Pine Airport,4232,NA,US,US-ID,Pine,1U9,,1U9,"-115.30899810791016, 43.462398529052734"
1VA0,small_airport,Sabot Airport,255,NA,US,US-VA,Sabot,1VA0,,1VA0,"-77.74749755859375, 37.62929916381836"
1VA1,small_airport,Micro Airport,2923,NA,US,US-VA,Stuart,1VA1,,1VA1,"-80.44879913330078, 36.735198974609375"
1VA3,small_airport,Tye River Airport,650,NA,US,US-VA,Lovingston,1VA3,,1VA3,"-78.94560241699219, 37.658199310302734"
1VA5,small_airport,Hoffman's Farm Airport,3,NA,US,US-VA,Severn,1VA5,,1VA5,"-76.3927001953125, 37.27040100097656"
1VA7,small_airport,Aaron Penston Field,413,NA,US,US-VA,South Boston,1VA7,,1VA7,"-78.72250366210938, 36.66600036621094"
1VA8,small_airport,Hazelswart Airport,485,NA,US,US-VA,Chase City,1VA8,,1VA8,"-78.41110229492188, 36.861900329589844"
1VA9,small_airport,Flying T Farm Airport,255,NA,US,US-VA,Stafford,1VA9,,1VA9,"-77.47049713134766, 38.432899475097656"
1VG2,small_airport,Whithall Farm Airport,23,NA,US,US-VA,Montross,1VG2,,1VG2,"-76.68920135498047, 38.12770080566406"
1W0,small_airport,J-Z Airport,1950,NA,US,US-WA,Almira,1W0,,1W0,"-118.94300079345703, 47.72209930419922"
1W1,small_airport,Grove Field,429,NA,US,US-WA,Camas,1W1,,1W1,"-122.40399932861328, 45.62779998779297"
1W3,small_airport,Mexico Farms Airport,607,NA,US,US-MD,Cumberland,1W3,,1W3,"-78.7605972290039, 39.604801177978516"
1WA2,small_airport,Pilot's Pastures Airport,450,NA,US,US-WA,Winlock,1WA2,,1WA2,"-122.88999938964844, 46.51919937133789"
1WA6,small_airport,Fall City Airport,140,NA,US,US-WA,Fall City,1WA6,,1WA6,"-121.86399841308594, 47.55950164794922"
1WA9,small_airport,Friday West Airport,150,NA,US,US-WA,Friday Harbor,1WA9,,1WA9,"-123.04499816894531, 48.535099029541016"
1WF,small_airport,Waco Field,820,NA,US,US-OH,Troy,1WF,,1WF,"-84.1980972290039, 40.014801025390625"
1WI0,small_airport,Spring Valley Farm Airport,850,NA,US,US-WI,Orfordville,1WI0,,1WI0,"-89.31120300292969, 42.64250183105469"
1WI1,small_airport,Williams Airport,800,NA,US,US-WI,Oshkosh,1WI1,,1WI1,"-88.70459747314453, 43.93280029296875"
1WI3,small_airport,Bed-Ah-Wick Field,787,NA,US,US-WI,Princeton,1WI3,,1WI3,"-89.1167984008789, 43.849998474121094"
1WI6,small_airport,Aero Estates Airport,825,NA,US,US-WI,Raymond Township,1WI6,,1WI6,"-88.06400299072266, 42.840301513671875"
1WI7,small_airport,Buzzards Roost Airport,805,NA,US,US-WI,Redgranite,1WI7,,1WI7,"-89.09649658203125, 44.02220153808594"
1WI8,small_airport,Jorgensen - Stoller Airport,690,NA,US,US-WI,Algoma,1WI8,,1WI8,"-87.44020080570002, 44.635799408"
1WI9,small_airport,Blackhawk Island Airport,800,NA,US,US-WI,Fort Atkinson,1WI9,,1WI9,"-88.8667984008789, 42.91389846801758"
1WN0,small_airport,Schmidt Ranch Airport,1335,NA,US,US-WA,Northport,1WN0,,1WN0,"-117.749808, 48.933381"
1WN1,small_airport,Kettle Moraine Airport,1040,NA,US,US-WI,Dundee,1WN1,,1WN1,"-88.19539642333984, 43.667999267578125"
1WN2,small_airport,Covered Bridge Fields Airport,875,NA,US,US-WI,Cedarburg,1WN2,,1WN2,"-87.99729919433594, 43.329200744628906"
1WN3,small_airport,Danielson Field Airport,1000,NA,US,US-WI,Star Prairie,1WN3,,1WN3,"-92.53600311279999, 45.2118988037"
1WN5,small_airport,Simons Airfield,1735,NA,US,US-WI,Land-O-Lakes,1WN5,,1WN5,"-89.31749725341797, 46.154701232910156"
1XA0,small_airport,Rab Ranch Airport,1095,NA,US,US-TX,Andice,1XA0,,1XA0,"-97.90119934, 30.79369926"
1XA1,small_airport,Sky Acres Airport,1070,NA,US,US-TX,Bowie,1XA1,,1XA1,"-97.8290023803711, 33.647701263427734"
1XA2,small_airport,Chase Field Industrial Airport,190,NA,US,US-TX,Beeville,,,TX2,"-97.661917, 28.362444"
1XA4,small_airport,Mikeska Field,161,NA,US,US-TX,Brookshire,1XA4,,1XA4,"-96.00440216064453, 29.87380027770996"
1XA5,small_airport,Flying Armadillo Field,410,NA,US,US-TX,Paige,1XA5,,1XA5,"-97.14289855957031, 30.135000228881836"
1XA6,small_airport,Tailwheel Acres Airport,702,NA,US,US-TX,Valley View,1XA6,,1XA6,"-97.12239837646484, 33.47370147705078"
1XA7,small_airport,Gloster Aerodrome,145,NA,US,US-TX,Sealy,1XA7,,1XA7,"-96.05919647216797, 29.733400344848633"
1XA8,small_airport,Hackberry Airport,433,NA,US,US-TX,Chatfield,1XA8,,1XA8,"-96.39749908447266, 32.23249816894531"
1XS1,small_airport,Dunham Field,60,NA,US,US-TX,Crosby,1XS1,,1XS1,"-95.04660034179688, 29.93829917907715"
1XS2,small_airport,Skye Dance Airport,532,NA,US,US-TX,Elgin,1XS2,,1XS2,"-97.42749786376953, 30.380800247192383"
1XS4,small_airport,Barton Field,530,NA,US,US-TX,Taylor,1XS4,,1XS4,"-97.25550079345703, 30.453500747680664"
1XS7,small_airport,Heath Canyon Airport,1857,NA,US,US-TX,Terlingua,1XS7,,1XS7,"-102.83200073242188, 29.450199127197266"
1XS8,small_airport,Pinon Ranch Airport,1640,NA,US,US-TX,Brackettville,1XS8,,1XS8,"-100.3740005493164, 29.63409996032715"
1XS9,small_airport,Beefmaster's Best Airport,250,NA,US,US-TX,Three Rivers,1XS9,,1XS9,"-98.2208023071289, 28.395599365234375"
1Y3,small_airport,Judge Lewis Field Mt Ayr Municipal Airport,1265,NA,US,US-IA,Mount Ayr,1Y3,,1Y3,"-94.2238006592, 40.705501556399994"
1Y5,small_airport,New Hampton Municipal Airport,1173,NA,US,US-IA,New Hampton,1Y5,,1Y5,"-92.34320068359375, 43.08720016479492"
1Y9,small_airport,Paullina Municipal Airport,1385,NA,US,US-IA,Paullina,1Y9,,1Y9,"-95.66449737548828, 42.98830032348633"
1Z1,small_airport,Grand Canyon Bar Ten Airstrip,4100,NA,US,US-AZ,Whitmore,1Z1,,1Z1,"-113.23100280761719, 36.259700775146484"
20AK,small_airport,Owen Field,150,NA,US,US-AK,Big Lake,20AK,,20AK,"-149.896044, 61.503789"
20AR,small_airport,Rak Airport,660,NA,US,US-AR,Guy,20AR,,20AR,"-92.32019806, 35.30789948"
20AZ,small_airport,Eds Field,1644,NA,US,US-AZ,Picacho,20AZ,,20AZ,"-111.5009994506836, 32.68339920043945"
20CL,small_airport,Mysterious Valley Airport,1410,NA,US,US-CA,Pope Valley,20CL,,20CL,"-122.36699676513672, 38.749298095703125"
20FA,small_airport,Golden Land Ranch Airport,43,NA,US,US-FL,Okeechobee,20FA,,20FA,"-80.92060089111328, 27.39620018005371"
20FD,small_airport,Pratt Airport,100,NA,US,US-FL,Greenville,20FD,,20FD,"-83.57599639892578, 30.425500869750977"
20FL,small_airport,Lake Suzy Estates Airport,25,NA,US,US-FL,Port Charlotte,20FL,,20FL,"-82.043701171875, 27.042600631713867"
20GA,small_airport,Earl L. Small Jr. Field/Stockmar Airport,1110,NA,US,US-GA,Villa Rica,20GA,,20GA,"-84.88469696039999, 33.756500244099996"
20ID,small_airport,Harrington Airport,4200,NA,US,US-ID,Idaho City,20ID,,20ID,"-116.005667, 43.720439"
20II,small_airport,Kay Air Airport,651,NA,US,US-IN,Mooresville,20II,,20II,"-86.27559661865234, 39.58720016479492"
20IN,small_airport,Canary's Airport,760,NA,US,US-IN,Franklin,20IN,,20IN,"-86.05139923095703, 39.51390075683594"
20IS,small_airport,Mitek Airport,777,NA,US,US-IL,Winslow,20IS,,20IS,"-89.79180145263672, 42.49720001220703"
20K,small_airport,Quail Creek Airport,1550,NA,US,US-AK,Quail Creek,20K,,20K,"-149.76199340820312, 65.35399627685547"
20KS,small_airport,Airpark Estates Airport,1340,NA,US,US-KS,Augusta,20KS,,20KS,"-96.88529968261719, 37.67580032348633"
20KY,small_airport,Madi's Meadows Airport,880,NA,US,US-KY,Verona,20KY,,20KY,"-84.67109680175781, 38.816898345947266"
20MO,small_airport,Royal Wood Aerodrome,860,NA,US,US-MO,Kearney,20MO,,20MO,"-94.31690216064453, 39.358299255371094"
20MT,small_airport,Prevost Airport,2348,NA,US,US-MT,Lambert,20MT,,20MT,"-104.588056, 47.691667"
20NC,small_airport,Mountain View Airport,1020,NA,US,US-NC,Sherrills Ford,20NC,,20NC,"-81.05590057373047, 35.59239959716797"
20ND,small_airport,Crooked Lake Airstrip,1900,NA,US,US-ND,Turtle Lake,20ND,,20ND,"-100.89099884033203, 47.653900146484375"
20NY,small_airport,Stafford Airport,891,NA,US,US-NY,Stafford,20NY,,20NY,"-78.04309844970703, 43.0088996887207"
20OK,small_airport,Will and Wiley's Aerodrome,700,NA,US,US-OK,Claremore,20OK,,20OK,"-95.64689636230469, 36.32569885253906"
20OR,small_airport,Warner's Airport,325,NA,US,US-OR,Redland,20OR,,20OR,"-122.42400360107422, 45.32500076293945"
20SC,small_airport,O Neal Field,929,NA,US,US-SC,Greer,20SC,,20SC,"-82.26429748535156, 35.006500244140625"
20TA,small_airport,Mag Drop Airport,740,NA,US,US-TX,Bells,20TA,,20TA,"-96.409444, 33.559167"
20TE,small_airport,Reece Ranch Airport,880,NA,US,US-TX,Itasca,20TE,,20TE,"-97.08920288085938, 32.19599914550781"
20TS,small_airport,Bains Private Airport,1420,NA,US,US-TX,Bandera,20TS,,20TS,"-99.06809997558594, 29.809900283813477"
20VA,small_airport,Woodford Airpark,245,NA,US,US-VA,Bowling Green,20VA,,20VA,"-77.48829650878906, 38.082401275634766"
20VG,small_airport,Hawk Ridge Airport,760,NA,US,US-VA,Bedford,20VG,,20VG,"-79.4468994140625, 37.288700103759766"
20WA,small_airport,Skatter Creek Airport,174,NA,US,US-WA,Rochester,20WA,,20WA,"-123.03500366210938, 46.824798583984375"
20WI,small_airport,Harju Airport,800,NA,US,US-WI,Redgranite,20WI,,20WI,"-89.07929992675781, 44.021400451660156"
20XS,small_airport,Klutts Field,495,NA,US,US-TX,Chisholm,20XS,,20XS,"-96.37799835205078, 32.83539962768555"
21AK,small_airport,Montana Creek Airport,250,NA,US,US-AK,Talkeetna,21AK,,21AK,"-150.06900024414062, 62.07170104980469"
21AR,small_airport,Skarda/Tollville Airport,218,NA,US,US-AR,Hazen,21AR,,21AR,"-91.53900146484375, 34.71760177612305"
21AZ,small_airport,White Mountain Lake Airport,6066,NA,US,US-AZ,Show Low,21AZ,,21AZ,"-109.97000122070312, 34.352298736572266"
21FA,small_airport,Rockledge Airport,27,NA,US,US-FL,Rockledge,21FA,,21FA,"-80.71869659423828, 28.29829978942871"
21FD,small_airport,Land's Field,100,NA,US,US-FL,Marianna,21FD,,21FD,"-85.31079864501953, 30.694599151611328"
21FL,small_airport,Kings Field,98,NA,US,US-FL,Clermont,21FL,,21FL,"-81.80030059814453, 28.50860023498535"
21GE,small_airport,Deer Crossing Airport,1390,NA,US,US-GA,Cleveland,21GE,,21GE,"-83.82219696044922, 34.54970169067383"
21IN,small_airport,Minneman Airport,905,NA,US,US-IN,Hartford City,21IN,,21IN,"-85.35549926757812, 40.418399810791016"
21KY,small_airport,Lincoln Farm Airport,780,NA,US,US-KY,Hodgenville,21KY,,21KY,"-85.73750305175781, 37.537601470947266"
21LA,small_airport,Southern Helicopters Airport,28,NA,US,US-LA,Baton Rouge,21LA,,21LA,"-91.21499633789062, 30.296899795532227"
21LS,small_airport,Solitude Airstrip,181,NA,US,US-LA,St Francisville,21LS,,21LS,"-91.43109893798828, 30.870399475097656"
21MO,small_airport,Martins Airport,995,NA,US,US-MO,Lawson,21MO,,21MO,"-94.17739868164062, 39.501399993896484"
21MU,small_airport,The Peninsula Airport,1015,NA,US,US-MO,Shell Knob,21MU,,21MU,"-93.50959777832031, 36.56489944458008"
21N,small_airport,Mattituck Airport,30,NA,US,US-NY,Mattituck,21N,,21N,"-72.51899719238281, 40.98759841918945"
21ND,small_airport,Rosenau Airport,1450,NA,US,US-ND,Upham,21ND,,21ND,"-100.8550033569336, 48.58219909667969"
21NH,small_airport,Propwash Airport,190,NA,US,US-NH,Kensington,21NH,,21NH,"-70.935302734375, 42.916900634765625"
21NK,small_airport,Don Kichote-Quixote Airport,1750,NA,US,US-NY,Morris,21NK,,21NK,"-75.191102, 42.552799"
21OG,small_airport,Ames Airport,720,NA,US,US-OR,Jefferson,21OG,,21OG,"-122.969444, 44.771806"
21OI,small_airport,Clearwater Airpark,905,NA,US,US-OH,Owensville,21OI,,21OI,"-84.09269714355469, 39.12810134887695"
21SC,small_airport,Graham Airport,154,NA,US,US-SC,Darlington,21SC,,21SC,"-79.87999725341797, 34.347900390625"
21TE,small_airport,Seaberg Ranch Airport,68,NA,US,US-TX,Dayton,21TE,,21TE,"-94.92410278320312, 30.012699127197266"
21TN,small_airport,Ray's Stall Airport,1020,NA,US,US-TN,Dandridge,21TN,,21TN,"-83.09220123291016, 35.98529815673828"
21TX,small_airport,Shilling's Airport,350,NA,US,US-TX,Texarkana,21TX,,21TX,"-94.09439849853516, 33.49959945678711"
21VA,small_airport,Eagles Nest Airport,40,NA,US,US-VA,Cheriton,21VA,,21VA,"-75.93489837646484, 37.303199768066406"
21W,small_airport,Ranger Creek Airport,2650,NA,US,US-WA,Greenwater,21W,,21W,"-121.53399658203125, 47.012901306152344"
21XS,small_airport,Houston Airpark,48,NA,US,US-TX,Houston,21XS,,21XS,"-95.27519989013672, 29.519699096679688"
22CL,small_airport,Double Tree Farm Airport,550,NA,US,US-CA,Marysville,22CL,,22CL,"-121.35900115966797, 39.29990005493164"
22CO,small_airport,Flying E Airport,5100,NA,US,US-CO,Brighton,22CO,,22CO,"-104.485557556, 39.958057403599994"
22D,small_airport,Bandel Airport,1210,NA,US,US-PA,Eighty Four,22D,,22D,"-80.09619903564453, 40.13059997558594"
22FA,small_airport,Hidden River Airport,47,NA,US,US-FL,Sarasota,22FA,,22FA,"-82.27259826660156, 27.3031005859375"
22GA,small_airport,Riverside Airport,620,NA,US,US-GA,Plainville,22GA,,22GA,"-85.05439758300781, 34.429298400878906"
22ID,small_airport,Treasure Gulch Airport,4350,NA,US,US-ID,Placerville,22ID,,22ID,"-115.94100189208984, 43.944698333740234"
22II,small_airport,Lewis Airport,370,NA,US,US-IN,Mount Vernon,22II,,22II,"-87.76110076904297, 37.91699981689453"
22IL,small_airport,Heller Airport,820,NA,US,US-IL,Galena,22IL,,22IL,"-90.40010070800781, 42.4119987487793"
22IN,small_airport,Mooney Field,865,NA,US,US-IN,Auburn,22IN,,22IN,"-85.00749969482422, 41.34830093383789"
22IS,small_airport,Johnson Farm Airport,535,NA,US,US-IL,Carman,22IS,,22IS,"-91.06990051269531, 40.726200103759766"
22LA,small_airport,Wd Flyers Airport,48,NA,US,US-LA,Simmesport,22LA,,22LA,"-91.881103515625, 30.997499465942383"
22LL,small_airport,Pike's Airport,600,NA,US,US-IL,Ottawa,22LL,,22LL,"-88.86060333251953, 41.31340026855469"
22LS,small_airport,Couvillion Airport,29,NA,US,US-LA,Arnaudville,22LS,,22LS,"-91.9738998413086, 30.39780044555664"
22MD,small_airport,Laura's Landing Airport,550,NA,US,US-MD,Hagerstown,22MD,,22MD,"-77.6449966430664, 39.58689880371094"
22MO,small_airport,Belly Acres Ranch Airport,1285,NA,US,US-MO,Mountain Grove,22MO,,22MO,"-92.3667984008789, 37.261199951171875"
22MS,small_airport,Sky Landings Airport,260,NA,US,US-MS,Lucedale,22MS,,22MS,"-88.574722, 30.840278"
22MT,small_airport,Wounded Buck Ranch Airport,2905,NA,US,US-MT,Kalispell,22MT,,22MT,"-114.16999816894531, 48.11940002441406"
22NC,small_airport,Flint Ridge Airport,650,NA,US,US-NC,Siler City,22NC,,22NC,"-79.4683, 35.821098"
22NE,small_airport,Grone Airport,1643,NA,US,US-NE,Davenport,22NE,,22NE,"-97.79810333251953, 40.297000885009766"
22OG,small_airport,Withrotor Airport,4920,NA,US,US-OR,Lakeview,22OG,,22OG,"-120.39399719238281, 42.27539825439453"
22OI,small_airport,Giovannone Airport,950,NA,US,US-OH,Lordstown,22OI,,22OI,"-80.84010314941406, 41.14889907836914"
22OK,small_airport,Smith Field,860,NA,US,US-OK,Springer,22OK,,22OK,"-97.175833, 34.315278"
22OR,small_airport,Iron Crown Airport,790,NA,US,US-OR,Silverton,22OR,,22OR,"-122.76300048828125, 44.94179916381836"
22TE,small_airport,Fenner Ranch Airport,126,NA,US,US-TX,Cordele,22TE,,22TE,"-96.68910217285156, 29.193300247192383"
22WA,small_airport,Gollehon Airport,2360,NA,US,US-WA,Wilbur,22WA,,22WA,"-118.68699645996094, 47.8202018737793"
22WN,small_airport,Southwind Airport,1030,NA,US,US-WI,Dodgeville,22WN,,22WN,"-90.21949768066406, 43.068599700927734"
22WY,small_airport,Kissack/Reynolds Airport,4380,NA,US,US-WY,Rozet,22WY,,22WY,"-105.162117, 44.338056"
22XS,small_airport,Longhorn Aux Landing Strip,720,NA,US,US-TX,Fort Hood(Killeen),22XS,,22XS,"-97.66699981689453, 31.371000289916992"
23A,small_airport,Mallard Airport,185,NA,US,US-AL,York,23A,,23A,"-88.26809692382812, 32.49509811401367"
23AK,small_airport,Yuknis Airport,340,NA,US,US-AK,Wasilla,23AK,,23AK,"-149.31100463867188, 61.59410095214844"
23AR,small_airport,Classic Airstrip,260,NA,US,US-AR,Jonesboro,23AR,,23AR,"-90.54720306396484, 35.82590103149414"
23AZ,small_airport,Moreton Airpark,2455,NA,US,US-AZ,Wickenburg,23AZ,,23AZ,"-112.82599639892578, 34.019500732421875"
23CA,small_airport,Lefko Airport,2860,NA,US,US-CA,Fort Jones,23CA,,23CA,"-122.76499938964844, 41.624900817871094"
23CD,small_airport,Aviation Acres Airport,4210,NA,US,US-CO,Burlington,23CD,,23CD,"-102.321817, 39.29945"
23CN,small_airport,Douthitt Strip,45,NA,US,US-CA,El Centro,23CN,,23CN,"-115.52999877929688, 32.78889846801758"
23CO,small_airport,High Mesa Airport,6000,NA,US,US-CO,Rush,23CO,,23CO,"-103.98999786376953, 38.84389877319336"
23D,small_airport,Karlstad Municipal Airport,1025,NA,US,US-MN,Karlstad,23D,,23D,"-96.54199981689453, 48.5791015625"
23DE,small_airport,Full Throttle Farm Airport,81,NA,US,US-DE,Clayton,23DE,,23DE,"-75.728983, 39.312567"
23FD,small_airport,Scott 2000 Airport,27,NA,US,US-FL,Vero Beach,23FD,,23FD,"-80.66200256347656, 27.547300338745117"
23FL,small_airport,Gyro Town Usa STOLport,65,NA,US,US-FL,Wimauma,23FL,,23FL,"-82.24420166015625, 27.68440055847168"
23GE,small_airport,Lt Landing Airport,286,NA,US,US-GA,Dublin,23GE,,23GE,"-83.1, 32.383056"
23ID,small_airport,Southfork Airport,5612,NA,US,US-ID,Feathervlle,23ID,,23ID,"-114.9046972, 43.648265"
23IS,small_airport,Clark Airport,570,NA,US,US-IL,Plymouth,23IS,,23IS,"-90.82759857177734, 40.32590103149414"
23KS,small_airport,Ney Airport,950,NA,US,US-KS,Bonner Springs,23KS,,23KS,"-94.94860076904297, 39.06999969482422"
23KY,small_airport,Barnes Farm Airport,500,NA,US,US-KY,Burna,23KY,,23KY,"-88.318603515625, 37.23080062866211"
23LA,small_airport,Warner-Thunder Hill Airport,185,NA,US,US-LA,Covington,23LA,,23LA,"-90.07949829101562, 30.630199432373047"
23ME,small_airport,Dyer's Field,650,NA,US,US-ME,Rumford,23ME,,23ME,"-70.6635971069336, 44.52640151977539"
23MI,small_airport,Betsie River Airstrip,825,NA,US,US-MI,Thompsonville,23MI,,23MI,"-85.88899993896484, 44.57360076904297"
23MN,small_airport,High Grove Airport,1240,NA,US,US-MN,Preston,23MN,,23MN,"-92.02210235595703, 43.6411018371582"
23MO,small_airport,Oerke Enterprises Airport,770,NA,US,US-MO,Butler,23MO,,23MO,"-94.49610137939453, 38.220001220703125"
23MT,small_airport,Waterfall Airport,4950,NA,US,US-MT,Bozeman,23MT,,23MT,"-111.04000091552734, 45.65719985961914"
23N,small_airport,Bayport Aerodrome,41,NA,US,US-NY,Bayport,23N,,23N,"-73.05370330810547, 40.758399963378906"
23ND,small_airport,Minnkota Private Airport,2110,NA,US,US-ND,Center,23ND,,23ND,"-101.26699829101562, 47.08219909667969"
23NE,small_airport,Stromsburg Municipal Airport,1675,NA,US,US-NE,Stromsburg,23NE,,23NE,"-97.57759857177734, 41.12919998168945"
23NH,small_airport,Windswept Airport,1289,NA,US,US-NH,Windsor,23NH,,23NH,"-72.01499939, 43.13029861"
23NJ,small_airport,Alliance Airport,110,NA,US,US-NJ,Pittsgrove,23NJ,,23NJ,"-75.09310150146484, 39.50469970703125"
23NK,small_airport,Long Acre Farms Airport,520,NA,US,US-NY,Macedon,23NK,,23NK,"-77.3125, 43.11249923706055"
23NR,small_airport,Whitfield'S East Airport,1,NA,US,US-NC,Fairfield,23NR,,23NR,"-76.234722, 35.560556"
23NY,small_airport,Jolamtra Landing Area Airport,1700,NA,US,US-NY,Bath,23NY,,23NY,"-77.33999633789062, 42.27980041503906"
23OA,small_airport,Dade Field,1138,NA,US,US-OH,Christianburg,23OA,,23OA,"-84.013056, 40.050278"
23PA,small_airport,Cedar Acres Private Group Airport,500,NA,US,US-PA,Revere,23PA,,23PA,"-75.14679718017578, 40.500099182128906"
23S,small_airport,Seeley Lake Airport,4235,NA,US,US-MT,Seeley Lake,23S,,23S,"-113.44499969482422, 47.179100036621094"
23TA,small_airport,Rowland R Airfield,705,NA,US,US-TX,Tom Bean,23TA,,23TA,"-96.45580291748047, 33.487300872802734"
23TS,small_airport,Bertani Ranch Airport,1110,NA,US,US-TX,Del Rio,23TS,,23TS,"-100.73899841308594, 29.422700881958008"
23TX,small_airport,The Grove/Ranch Airport,700,NA,US,US-TX,The Grove/Ranch,23TX,,23TX,"-97.52279663085938, 31.24959945678711"
23VA,small_airport,Wheatland Airport,490,NA,US,US-VA,Buckingham,23VA,,23VA,"-78.62000274658203, 37.557098388671875"
23VG,small_airport,Murdock's Holly Bu Airport,465,NA,US,US-VA,Boydton,23VG,,23VG,"-78.4281005859375, 36.70970153808594"
23VT,small_airport,North Windham Airport,1750,NA,US,US-VT,Londonderry,23VT,,23VT,"-72.71289825439453, 43.221500396728516"
23WN,small_airport,Willie's Airport,1110,NA,US,US-WI,Springbrook,23WN,,23WN,"-91.62850189208984, 45.91109848022461"
23WV,small_airport,Bocamanu Airport,2501,NA,US,US-WV,Fayetteville,23WV,,23WV,"-80.982778, 38.025833"
23XS,small_airport,Shorthorn Aux Landing Strip,720,NA,US,US-TX,Fort Hood/Killeen/,23XS,,23XS,"-97.67109680175781, 31.358600616455078"
23Y,small_airport,Murdock Municipal Airport,1082,NA,US,US-MN,Murdock,23Y,,23Y,"-95.4011001586914, 45.222198486328125"
24AK,small_airport,Toad Lake Strip,100,NA,US,US-AK,Meadow Lakes,24AK,,24AK,"-149.70700073242188, 61.615699768066406"
24AR,small_airport,Griffin Agricultural Airport,200,NA,US,US-AR,Lundell,24AR,,24AR,"-90.95279693603516, 34.19810104370117"
24AZ,small_airport,Pleasant Valley Airstrip,5688,NA,US,US-AZ,Young,24AZ,,24AZ,"-110.93499755859375, 34.15810012817383"
24C,small_airport,Lowell City Airport,681,NA,US,US-MI,Lowell,24C,,24C,"-85.34390258789062, 42.95389938354492"
24CL,small_airport,Salyer Farms Airport,205,NA,US,US-CA,Corcoran,24CL,,24CL,"-119.54299926757812, 36.08879852294922"
24CT,small_airport,Bee Field,280,NA,US,US-CT,Jewett City,24CT,,24CT,"-71.966883, 41.566886"
24FL,small_airport,Garcon Field,16,NA,US,US-FL,Milton,24FL,,24FL,"-87.08580017089844, 30.489999771118164"
24IA,small_airport,Isley Field,982,NA,US,US-IA,Cedar Falls,24IA,,24IA,"-92.5197982788086, 42.51580047607422"
24IN,small_airport,Kenstin Manor Airport,658,NA,US,US-IN,Helmsburg,24IN,,24IN,"-86.2874984741211, 39.26250076293945"
24K,small_airport,Krassel US Forest Service Airport,3982,NA,US,US-ID,Mc Call,24K,,24K,"-115.730003357, 44.9743003845"
24KY,small_airport,Williams Farm Airport,415,NA,US,US-KY,Mortons Gap,24KY,,24KY,"-87.43060302734375, 37.21670150756836"
24LL,small_airport,Lambert Airport,510,NA,US,US-IL,Pinckneyville,24LL,,24LL,"-89.45899963378906, 38.08620071411133"
24M,small_airport,Wilderness Airpark,785,NA,US,US-MI,Kent City,24M,,24M,"-85.71170043945312, 43.24470138549805"
